,Species,Owner,CountryofOrigin,TopCountriesBags,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,NumberofBags,Bag.Weight,InCountryPartner,HarvestYear,GradingDate,Owner,Variety,ProcessingMethod,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Moisture,CategoryOneDefects,Quakers,Color,CategoryTwoDefects,Expiration,CertificationBody,CertificationAddress,CertificationContact,unitofmeasurement,altitudelowmeters,altitudehighmeters,altitudemeanmeters
638,Arabica,myriam kaplan-pasternak,Haiti,Haiti,mixed,,kkkld,,haiti coffee,400-1250m,"dondon, haiti",Mixed,1,4 lbs,Specialty Coffee Association,2013,"May 5th, 2014",Myriam Kaplan-Pasternak,Typica,Washed / Wet,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25,0.1,0,0,,1,"May 5th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,400,1250,825
639,Arabica,itiah coffee llc,Haiti,Haiti,marre blanche,,,,itiah coffee llc.,4200 feet,"thiotte, haiti",COOPCAB,2,4 lbs,Specialty Coffee Association,2012,"October 3rd, 2013",ITIAH COFFEE LLC,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,83.33,0.11,0,0,Green,4,"October 3rd, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1280.16,1280.16,1280.16
640,Arabica,myriam kaplan-pasternak,Haiti,Haiti,2000 farms,,utcam usine traitement cafe marmelade,None exists,haiti coffee,~1000 meters,haiti,COOPAIMAR Copperative Agro Industriel de Marmelade,1,2 kg,Specialty Coffee Association,2012,"May 22nd, 2012",Myriam Kaplan-Pasternak,Typica,Washed / Wet,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,80.75,0.12,0,0,Green,0,"May 22nd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1000,1000,1000
641,Arabica,myriam kaplan-pasternak,Haiti,Haiti,200 farms,,coeb koperativ ekselsyo basen (350 members),,haiti coffee,~350m,"department d'artibonite , haiti",COEB Koperativ Ekselsyo Basen,1,2 kg,Specialty Coffee Association,2012,"May 24th, 2012",Myriam Kaplan-Pasternak,Typica,Natural / Dry,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42,67.92,0.14,8,0,Blue-Green,16,"May 24th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,350,350,350
642,Arabica,myriam kaplan-pasternak,Haiti,Haiti,2000 farmers,,cooperative agro-industrielle de marmela,,,640m-1400m,marmelade,Asosyasyon Plant�� Kafe Kr��tapen (APCAP) ;Asosyasyon plant�� Kafe Basen (APKBA);Asosyasyon Plant�� Kafe,85,130 lbs,Specialty Coffee Association,2010,"August 23rd, 2011",Myriam Kaplan-Pasternak,,,6.92,6.75,7.08,7.17,7.33,6.67,10,5.33,8.67,6.42,72.33,0.08,1,0,,0,"August 22nd, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,640,1400,1020
643,Arabica,bismarck castro,Honduras,1,las cuchillas,149,dry mill,13-111-084,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,69 kg,Instituto Hondure��o del CafǸ,,"June 9th, 2016",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,81.33,0.11,0,2,Bluish-Green,3,"June 9th, 2017",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500,1500,1500
644,Arabica,,Honduras,1,los hicaques,,cigrah sps,13-111-240,cigrah,1350,comayagua,Reynerio Zepeda,275,1 kg,Instituto Hondure��o del CafǸ,,"April 8th, 2014",,Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,83.5,0.1,0,0,Green,3,"April 8th, 2015",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
645,Arabica,,Honduras,1,los hicaques,,cigrah sps,13-111-193,cigrah,1350,comayagua,Reynerio Zepeda,275,1 kg,Instituto Hondure��o del CafǸ,,"April 8th, 2014",,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,0,Green,3,"April 8th, 2015",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
646,Arabica,mdh,Honduras,1,various,174.18,cafico,,molinos de honduras,1200,western region,Cafes Finos de Corquin,275,69 kg,Instituto Hondure��o del CafǸ,2018,"January 19th, 2018",MDH,Catimor,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,81.58,0.11,0,1,Blue-Green,3,"January 19th, 2019",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1200,1200,1200
647,Arabica,bismarck castro,Honduras,1,las cuchillas,96,cigrah s.a de c.v.,13-111-038,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,66 kg,Instituto Hondure��o del CafǸ,2017,"May 11th, 2017",Bismarck Castro,Caturra,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,84,0.1,0,0,Green,5,"May 11th, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500,1500,1500
648,Arabica,bismarck castro,Honduras,1,los hicaques,103,cigrah s.a de c.v.,13-111-053,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,275,69 kg,Instituto Hondure��o del CafǸ,2017,"April 6th, 2017",Bismarck Castro,Caturra,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,82.75,0.09,0,1,Green,6,"April 6th, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
649,Arabica,elsy reyes,Honduras,1,las cuchillas,165,cigrah s.a de c.v.,13-111-097,cigrah,1400,comayagua,Nahun Maldonado,275,69 kg,Instituto Hondure��o del CafǸ,2017,"June 3rd, 2017",Elsy Reyes,Caturra,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.5,0.1,0,0,Green,4,"June 3rd, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
650,Arabica,brian beck,Honduras,1,carrillo cooperativa,Zona: los imposibles,cohorsil,,carrillo cooperativa,1500,"comayagua, honduras",Danilo Carrillo,1,2 kg,Specialty Coffee Association,2017,"September 27th, 2017",Brian Beck,Other,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,82.42,0.12,0,1,Green,6,"September 27th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1500,1500,1500
651,Arabica,bismarck castro,Honduras,1,los hicaques,63,cigrah s.a de c.v.,13-111-022,cigrah s.a de c.v,1396,comayagua,Reinerio Zepeda,275,69 kg,Instituto Hondure��o del CafǸ,2017,"April 6th, 2017",Bismarck Castro,Caturra,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,82.33,0.1,0,1,Green,8,"April 6th, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1396,1396,1396
652,Arabica,bismarck castro,Honduras,1,las moras,47,cigrah s.a de c.v.,13-111-024,cigrah s.a de c.v,1600,el para��so,Santos Fonseca,275,69 kg,Instituto Hondure��o del CafǸ,2017,"June 1st, 2017",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,0.12,0,0,Green,1,"June 1st, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1600,1600,1600
653,Arabica,bismarck castro,Honduras,1,los hicaques,63,cigrah s.a de c.v.,13-111-022,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,274,67 kg,Instituto Hondure��o del CafǸ,2017,"June 1st, 2017",Bismarck Castro,Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92,0.12,0,0,Green,1,"June 1st, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
654,Arabica,elsy reyes,Honduras,1,las cuchillas,98,cigrah,13-111-083,cigrah,1400,comayagua,NAHUN MALDONADO,275,69 kg,Instituto Hondure��o del CafǸ,2017,"June 3rd, 2017",Elsy Reyes,Caturra,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,81.5,0.1,0,0,Green,5,"June 3rd, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
655,Arabica,janny marlith torres,Honduras,1,la bendicion,331,en cortado beneficiado y secado por el productor,13-154-234,coffee planet corporation s.a,1650,ocotepeque,Jorge Alfredo Pinto,15,69 kg,Instituto Hondure��o del CafǸ,2017,"August 23rd, 2017",Janny Marlith Torres,Catuai,Washed / Wet,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,80.5,0.11,0,0,Green,5,"August 23rd, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1650,1650,1650
656,Arabica,janny marlith torres,Honduras,1,la bendicion,Lot # 331,dry in solar beds,13-154-234,coffee planet corporation s.a,1650,ocotepeque,Jorge Alfredo Pinto,15,69 kg,Instituto Hondure��o del CafǸ,2017,"July 27th, 2017",Janny Marlith Torres,Catuai,Washed / Wet,7.58,7,6.75,6.92,7,6.92,10,10,10,7,79.17,0.11,0,0,Green,5,"July 27th, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1650,1650,1650
657,Arabica,bismarck castro,Honduras,1,los hicaques,103,cigrah s.a de c.v.,13-111-053,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,275,69 kg,Instituto Hondure��o del CafǸ,2017,"April 28th, 2017",Bismarck Castro,Caturra,,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,Green,2,"April 28th, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
658,Arabica,bismarck castro,Honduras,1,los hicaques,102,cigrah s.a de c.v.,13-111-053,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,275,69 kg,Instituto Hondure��o del CafǸ,2016,"May 18th, 2017",Bismarck Castro,Caturra,,8.17,8.08,8.08,8,8.08,8,10,10,10,8.25,86.67,0.1,0,0,Green,3,"May 18th, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
659,Arabica,bismarck castro,Honduras,1,las cuchillas,152,cigrah s.a de c.v.,13-111-023,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,66 kg,Instituto Hondure��o del CafǸ,2016,"May 11th, 2017",Bismarck Castro,Caturra,,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,84.33,0.1,0,0,Green,3,"May 11th, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500,1500,1500
660,Arabica,bismarck castro,Honduras,1,los hicaques,76,dry mill,13-111-032,cigrah s.a de c.v,1500,central region,Reinerio Zepeda,275,69 kg,Instituto Hondure��o del CafǸ,2016,"April 4th, 2016",Bismarck Castro,Catuai,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,84.33,0.11,0,1,Green,2,"April 4th, 2017",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500,1500,1500
661,Arabica,bismarck castro,Honduras,1,los hicaques,103,cigrah s.a de c.v.,13 / 111 / 053,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,285,69 kg,Instituto Hondure��o del CafǸ,2016,"May 11th, 2017",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7.67,7.67,8,8,10,10,10,7.33,83.67,0.1,0,0,Green,2,"May 11th, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
662,Arabica,cadexsa,Honduras,1,bethel,427,dry mill,13-63-214,cadexsa,1450,marcala,JOSE OMAR ACOSTA,275,69 kg,Instituto Hondure��o del CafǸ,2016,"May 2nd, 2016",CADEXSA,Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,1,Blue-Green,1,"May 2nd, 2017",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
663,Arabica,bismarck castro,Honduras,1,las moras,47,cigrah s.a de c.v.,13-111-024,cigrah s.a de c.v,1600,guinope el para��so,Santos Fonseca,275,69 kg,Instituto Hondure��o del CafǸ,2016,"April 6th, 2017",Bismarck Castro,Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,0.1,0,1,Green,7,"April 6th, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1600,1600,1600
664,Arabica,cadexsa,Honduras,1,bethel,340,dry mill,13-63-174,cadexsa,1450,marcala,JOSE OMAR ACOSTA,275,69 kg,Instituto Hondure��o del CafǸ,2016,"May 2nd, 2016",CADEXSA,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,Blue-Green,2,"May 2nd, 2017",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
665,Arabica,cadexsa,Honduras,1,bethel,115,only dry mill,13-63-60,cadexsa,1450,marcala,Jose Omar Acosta,275,69 kg,Instituto Hondure��o del CafǸ,2016,"February 3rd, 2016",CADEXSA,,,7.25,7.42,7,7.42,7.33,7,10,10,10,7,80.42,0.1,0,0,Green,0,"February 2nd, 2017",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
666,Arabica,bismarck castro,Honduras,1,las moras,102,cigrah s.a de c.v.,13-111-053,cigrah s.a de c.v,1400,comayagua,Yamilet Lope,275,69 kg,Instituto Hondure��o del CafǸ,2016,"April 6th, 2017",Bismarck Castro,Caturra,Natural / Dry,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,0.1,0,0,Green,4,"April 6th, 2018",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
667,Arabica,cadexsa,Honduras,1,bethel,,cadexsa,13-63-206,cadexsa,1350,marcala,Omar Acosta,275,1 kg,Instituto Hondure��o del CafǸ,2015,"April 15th, 2015",CADEXSA,Catuai,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25,0.11,0,0,Green,2,"April 14th, 2016",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
668,Arabica,bismarck castro,Honduras,1,las cuchillas,118,dry mill,13-111-054,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,200,69 kg,Instituto Hondure��o del CafǸ,2015,"June 9th, 2016",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17,0.11,0,1,Bluish-Green,2,"June 9th, 2017",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500,1500,1500
669,Arabica,cadexsa,Honduras,1,bethel,,cadexsa,13-63-206,cadexsa,1350,marcala,Omar Acosta,275,1 kg,Instituto Hondure��o del CafǸ,2015,"April 15th, 2015",CADEXSA,Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17,0.11,0,0,Green,2,"April 14th, 2016",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
670,Arabica,cadexsa,Honduras,1,cerro bueno,,cadexsa,13-63-301,cadexsa,1400 msnm,marcala,JOSE OMAR ACOSTA,275,1 kg,Instituto Hondure��o del CafǸ,2015,"May 12th, 2015",CADEXSA,Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,0.12,0,0,Green,1,"May 11th, 2016",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
671,Arabica,cadexsa,Honduras,1,cerro bueno,,cadexsa,13-63-204,cadexsa,1400 msnm,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondure��o del CafǸ,2015,"May 12th, 2015",CADEXSA,Catuai,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42,0.12,0,0,Green,1,"May 11th, 2016",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
672,Arabica,cadexsa,Honduras,1,bethel,,cadexsa,13-63-318,cadexsa,1350,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondure��o del CafǸ,2015,"May 22nd, 2015",CADEXSA,Catuai,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,81.33,0.09,0,0,Green,4,"May 21st, 2016",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
673,Arabica,cadexsa,Honduras,1,cerro bueno,,cadexsa,13-63-301,cadexsa,1400 msn,marcala,JOSE OMAR ACOSTA,275,1 kg,Instituto Hondure��o del CafǸ,2015,"May 12th, 2015",CADEXSA,Catuai,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,81.25,0.12,0,0,Green,1,"May 11th, 2016",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
674,Arabica,,Honduras,1,los hicaques,,cigrah,13-111-037,cigrah,1450 mals,central region,Reinerio Zepeda,275,1 kg,Instituto Hondure��o del CafǸ,2015,"March 11th, 2015",,Catuai,Natural / Dry,7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,81.17,0.13,0,0,Green,1,"March 10th, 2016",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
675,Arabica,bismarck castro,Honduras,1,juan damaso,,cigrah sps,13-111-083,cigrah s.a de c.v,1450 masl,"siguatepeque, comayagua",La Gran Manzana,275,1 kg,Instituto Hondure��o del CafǸ,2015,"May 25th, 2015",Bismarck Castro,Caturra,Natural / Dry,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,80.75,0.11,0,0,Green,2,"May 24th, 2016",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
676,Arabica,cadexsa,Honduras,1,bethel,,cadexsa,13-63-318,cadexsa,1350,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondure��o del CafǸ,2015,"May 22nd, 2015",CADEXSA,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,80.75,0.09,0,0,Green,2,"May 21st, 2016",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
677,Arabica,,Honduras,1,los hicaques,,cigrah,13-111-035,cigrah,1450 mals,central region,Reinerio Zepeda,275,1 kg,Instituto Hondure��o del CafǸ,2015,"March 11th, 2015",,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,80.75,0.13,0,0,Green,1,"March 10th, 2016",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
678,Arabica,cadexsa,Honduras,1,cerro bueno,,cadexsa,13-63-70,cadexsa,1400 msnm,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondure��o del CafǸ,2015,"January 26th, 2015",CADEXSA,Catuai,Washed / Wet,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17,0.11,0,0,Green,0,"January 26th, 2016",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
679,Arabica,cadexsa,Honduras,1,cerro bueno,,cadexsa,13-63-174,cadexsa,1450 msnm,marcala,Omar Acosta,275,1 kg,Instituto Hondure��o del CafǸ,2014,"April 25th, 2014",CADEXSA,Catuai,Washed / Wet,7.83,7.75,8,7.67,7.67,7.67,10,10,10,8.17,84.75,0.11,0,0,Green,4,"April 25th, 2015",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
680,Arabica,beneficio santa rosa,Honduras,1,bsr,,beneficio santa rosa s.a.,13-123-306,beneficio santa rosa s.a.,1400 m.s.n.m.,occidental,BSR,275,69 kg,Instituto Hondure��o del CafǸ,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,0.11,0,0,Green,5,"April 30th, 2015",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
681,Arabica,,Honduras,1,gran manzana y el aguacate,,cigrah sps,13-111-311,cigrah,1350,comayagua,"Tomǭs Sosa, Juan Damaso",275,1 kg,Instituto Hondure��o del CafǸ,2014,"May 16th, 2014",,Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83,0.1,0,0,Green,4,"May 16th, 2015",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
682,Arabica,,Honduras,1,gran manzana y el aguacate,,cigrah sps,13-111-192,cigrah,1400,comayagua,"Tomǭs Sosa, Juan Damaso",275,1 kg,Instituto Hondure��o del CafǸ,2014,"May 16th, 2014",,Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,0.1,0,0,Green,5,"May 16th, 2015",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
683,Arabica,mayra yessenia torres,Honduras,1,el cerron,,olam honduras,13-01-0556,"olam honduras, s.a.",1450 msnm,san marcos,Nelson Melgar Melgar,275,1 kg,Instituto Hondure��o del CafǸ,2014,"January 22nd, 2014",Mayra Yessenia Torres,Catuai,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,81.33,0.12,0,0,Green,3,"January 22nd, 2015",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
684,Arabica,mayra yessenia torres,Honduras,1,el cerron,,,13-132-92,"olam honduras, s.a.",1350 snn,san marcos,NELSON MELGAR & REGINO MELGAL,275,18975 kg,Instituto Hondure��o del CafǸ,2014,"January 26th, 2015",Mayra Yessenia Torres,Caturra,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,81,0.12,0,0,Green,1,"January 26th, 2016",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
685,Arabica,beneficio santa rosa,Honduras,1,bsr,,beneficio santa rosa s.a.,13-123-238,beneficio santa rosa s.a.,1400 m.s.n.m.,occidental,BSR,275,69 kg,Instituto Hondure��o del CafǸ,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Washed / Wet,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58,0.11,0,0,Green,5,"April 30th, 2015",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
686,Arabica,cafes finos de exportacion s de r.l.,Honduras,1,various,,cafes finos de exportacion s. de r.l.,13-117-87,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2 kg,Instituto Hondure��o del CafǸ,2014,"April 26th, 2014",CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Washed / Wet,7,7,7,7,7,7,10,10,10,7,79,0.11,0,0,Green,12,"April 26th, 2015",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
687,Arabica,cafes finos de exportacion s de r.l.,Honduras,1,various,,cafes finos de exportacion s. de r.l.,13-117-88,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2 kg,Instituto Hondure��o del CafǸ,2014,"May 15th, 2014",CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Natural / Dry,6.83,7,6.67,7,7,6.83,10,10,10,6.67,78,0.11,2,0,Green,6,"May 15th, 2015",Instituto Hondure��o del CafǸ,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
